alors	ADV	alors
là	ADV	là
tous	DET:pre	tout
les	DET:def	le
jours	NOM	jour
elle	PRO:cls	elle
t'	PRO:clo	te
attend	VER:pres	attendre
elle	PRO:cls	elle
va	VER:pres	aller
t'	PRO:clo	te
emmener	VER:infi	emmener
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
après	ADV	après
tu	PRO:cls	tu
vas	VER:pres	aller
redescendre	VER:infi	redescendre
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
loin	ADV	loin
tu	PRO:cls	tu
trouveras	VER:futu	trouver
une	DET:ind	un
nouvelle	ADJ	nouveau
un	DET:ind	un
nouveau	ADJ	nouveau
thermique	ADJ	thermique
et	KON	et
caetera	VER:futu	<unknown>
là	ADV	là
non	FNO	non
là	ADV	là
là	ADV	là
rien	PRO:ind	rien
n'	ADV	ne
est	AUX:pres	être
balisé	VER:pper	baliser
euh	INT	euh
enfin	ADV	enfin
la	DET:def	le
science	NOM	science
du	PRP:det	du
vol	NOM	vol
t'	PRO:clo	te
apprend	VER:pres	apprendre
quand	KON	quand
même	ADV	même
que	KON	que
à	PRP	à
trouver	VER:infi	trouver
hein	INT	hein
les	DET:def	le
thermiques	ADJ	thermique
donc	ADV	donc
la	DET:def	le
beauté	NOM	beauté
euh	INT	euh
il	PRO:cls	il
faut	VER:pres	falloir
nuancer	VER:infi	nuancer
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
hein	INT	hein
parce	TRC	parce
que	KON	que
moi	PRO:ton	moi
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
vu	VER:pper	voir
à	PRP	à
Laragne	NAM	Laragne
faire	VER:infi	faire
un	DET:ind	un
décollage	NOM	décollage
difficile	ADJ	difficile
et	KON	et
puis	KON	puis
trouver	VER:infi	trouver
tou-	TRC	tou-
un	DET:ind	un
tout	DET:ind	tout
petit	ADJ	petit
thermique	ADJ	thermique
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
remonté	VER:pper	remonter
très	ADV	très
bas	ADJ	bas
et	KON	et
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
emmené	VER:pper	emmener
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
à	PRP	à
partir	VER:infi	partir
mais	KON	mais
pendant	PRP	pendant
vingt	NUM	@card@
cinq	NUM	@card@
trente	NUM	@card@
minutes	NOM	minute
à	PRP	à
tourner	VER:infi	tourner
dans	PRP	dans
un	DET:ind	un
petit	ADJ	petit
thermique	ADJ	thermique
en	PRP	en
biais	NOM	biais
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
était	AUX:impf	être
emmené	VER:pper	emmener
par	PRP	par
le	DET:def	le
vent	NOM	vent
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
toujours	ADV	toujours
vertical	ADJ	vertical
et	KON	et
euh	INT	euh
à	PRP	à
faire	VER:infi	faire
euh	INT	euh
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
absolument	ADV	absolument
fabuleux	ADJ	fabuleux
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
absolument	ADV	absolument
fabuleux	ADJ	fabuleux
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
indicible	ADJ	indicible
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
joies	NOM	joie
euh	INT	euh
phénoménales	ADJ	phénoménal
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
phénoménal	ADJ	phénoménal
c'	PRO:cls	ce
est	VER:pres	être
donc	ADV	donc
euh	INT	euh
la	DET:def	le
beauté	NOM	beauté
elle	PRO:cls	elle
est	VER:pres	être
à	PRP	à
lier	VER:infi	lier
quand	KON	quand
même	ADV	même
à	PRP	à
à	PRP	à
à	PRP	à
la	DET:def	le
technique	NOM	technique
au	PRP:det	au
plaisir	NOM	plaisir
de	PRP	de
remonter	VER:infi	remonter
je	PRO:cls	je
pense	VER:pres	penser
quand	KON	quand
même	ADV	même
parce	TRC	parce
que	KON	que
euh	INT	euh
au	PRP:det	au
plaisir	NOM	plaisir
de	PRP	de
remonter	VER:infi	remonter
alors	ADV	alors
que	KON	que
normalement	ADV	normalement
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
si	KON	si
facile	ADJ	facile
que	KON	que
ça	PRO:ton	ça
de	PRP	de
remonter	VER:infi	remonter
eh	INT	eh
ben	INT	ben
toi	PRO:ton	toi
tu	PRO:cls	tu
as	AUX:pres	avoir
trouvé	VER:pper	trouver
un	DET:ind	un
truc	NOM	truc
et	KON	et
tu	PRO:cls	tu
arrives	VER:pres	arriver
à	PRP	à
remonter	VER:infi	remonter
alors	ADV	alors
tout	PRO:ind	tout
est	VER:pres	être
plus	ADV	plus
beau	ADJ	beau
tu	PRO:cls	tu
comprends	VER:pres	comprendre
tu	PRO:cls	tu
regardes	VER:pres	regarder
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
entour	NOM	entour
tu	PRO:cls	tu
vois	VER:pres	voir
les	DET:def	le
autres	ADJ	autre
qui	PRO:rel	qui
vont	VER:pres	aller
se	PRO:clo	se
poser	VER:infi	poser
forcément	ADV	forcément
tout	PRO:ind	tout
est	VER:pres	être
plus	ADV	plus
beau	ADJ	beau
le	DET:def	le
plus	ADV	plus
beau	ADJ	beau
vol	NOM	vol
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
Laragne	NAM	Laragne
euh	INT	euh
avec	PRP	avec
¤P¤	NAM	¤P¤
¤N¤	NAM	¤N¤
je	PRO:cls	je
décolle	VER:pres	décoller
je	PRO:cls	je
prends	VER:pres	prendre
un	DET:ind	un
thermique	ADJ	thermique
qui	PRO:rel	qui
m'	PRO:clo	me
emmène	VER:pres	emmener
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
six	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
je	PRO:cls	je
lui	PRO:clo	lui
dis	VER:pres	dire
en	PRP	en
radio	NOM	radio
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
thermique	ADJ	thermique
qui	PRO:rel	qui
m'	PRO:clo	me
emmène	VER:pres	emmener
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
six	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
décolle	VER:pres	décoller
les	DET:def	le
autres	ADJ	autre
décollent	VER:pres	décoller
après	ADV	après
moi	PRO:ton	moi
et	KON	et
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
il	PRO:clsi	il
nous	PRO:clo	nous
avait	AUX:impf	avoir
dit	VER:pper	dire
de	PRP	de
de	PRP	de
passer	VER:infi	passer
la	DET:def	le
montagne	NOM	montagne
de	PRP	de
Saint-Genis	NAM	Saint-Genis
de	PRP	de
p-	TRC	p-
d'	PRP	un
aller	VER:infi	aller
vers	PRP	vers
Aujour	NAM	Aujour
et	KON	et
puis	KON	puis
de	PRP	de
partir	VER:infi	partir
vers	PRP	vers
le	DET:def	le
pic	NOM	pic
de	PRP	de
Bures	NAM	Bures
bon	INT	bon
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
une	DET:ind	un
distance	NOM	distance
quand	KON	quand
même	ADV	même
de	PRP	de
cinquante	NUM	@card@
bornes	NOM	borne
hein	INT	hein
mais	KON	mais
euh	INT	euh
m'	PRO:clo	me
entendant	VER:ppre	entendre
lui	PRO:clo	lui
dire	VER:infi	dire
que	KON	que
je	PRO:cls	je
suis	VER:pres	être
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
il	PRO:clsi	il
me	PRO:clo	me
dit	VER:pres	dire
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
tu	PRO:cls	tu
tu	PRO:cls	tu
tu	PRO:cls	tu
passes	VER:pres	passer
directement	ADV	directement
Saint-Genis	NAM	Saint-Genis
tu	PRO:cls	tu
t'	PRO:clo	te
occupes	VER:pres	occuper
pas	ADV	pas
de	PRP	de
Saint-Genis	NAM	Saint-Genis
tu	PRO:cls	tu
le	PRO:clo	le
survoles	VER:pres	survoler
et	KON	et
tu	PRO:cls	tu
vas	VER:pres	aller
directement	ADV	directement
vers	PRP	vers
Aujour	NAM	Aujour
donc	ADV	donc
pratiquement	ADV	pratiquement
vingt	NUM	@card@
bornes	NOM	borne
d'	PRP	un
un	DET:ind	un
coup	NOM	coup
quoi	INT	quoi
je	PRO:cls	je
dis	VER:pres	dire
d'	PRP	un
accord	NOM	accord
je	PRO:cls	je
tombe	VER:pres	tomber
en	PRP	en
panne	NOM	panne
de	PRP	de
radio	NOM	radio
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
avais	AUX:impf	avoir
mal	ADV	mal
chargé	VER:pper	charger
ma	DET:pos	mon
radio	NOM	radio
les	DET:def	le
piles	NOM	pile
étaient	AUX:impf	être
pas	ADV	pas
chargées	VER:pper	charger
et	KON	et
en	PRP	en
fait	NOM	fait
je	PRO:cls	je
tombe	VER:pres	tomber
en	PRP	en
panne	NOM	panne
de	PRP	de
radio	NOM	radio
voilà	FNO	voilà
je	PRO:cls	je
me	PRO:clo	me
retrouve	VER:pres	retrouver
donc	ADV	donc
coupé	VER:pper	couper
du	PRP:det	du
groupe	NOM	groupe
tout	ADV	tout
seul	ADJ	seul
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
vers	PRP	vers
Aujour	NAM	Aujour
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
la	DET:def	le
montagne	NOM	montagne
d'	PRP	un
Aujour	NAM	Aujour
parce	TRC	parce
qu'	KON	que
il	PRO:clsi	il
nous	PRO:clo	nous
avait	AUX:impf	avoir
montré	VER:pper	montrer
avant	ADV	avant
sur	PRP	sur
la	DET:def	le
carte	NOM	carte
et	KON	et
tout	PRO:ind	tout
donc	ADV	donc
je	PRO:cls	je
et	KON	et
euh	INT	euh
je	PRO:cls	je
vois	VER:pres	voir
les	DET:def	le
copains	NOM	copain
qui	PRO:rel	qui
arrivent	VER:pres	arriver
donc	ADV	donc
le	DET:def	le
groupe	NOM	groupe
qui	PRO:rel	qui
tourne	VER:pres	tourner
au-dessus	ADV	au-dessus
d'	PRP	un
Aujour	NAM	Aujour
tout	DET:pre	tout
ça	PRO:ton	ça
et	KON	et
puis	KON	puis
ils	PRO:cls	il
partent	VER:pres	partir
beaucoup	ADV	beaucoup
plus	ADV	plus
rapidement	ADV	rapidement
que	KON	que
moi	PRO:ton	moi
je	PRO:cls	je
me	PRO:clo	me
dis	VER:pres	dire
je	PRO:cls	je
suis	VER:pres	être
le	DET:def	le
vilain	ADJ	vilain
petit	ADJ	petit
canard	NOM	canard
euh	INT	euh
bon	INT	bon
ben	INT	ben
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
je	PRO:cls	je
suis	VER:pres	être
la	DET:def	le
la	DET:def	le
cinquième	ADJ	cinquième
roue	NOM	roue
du	PRP:det	du
carrosse	NOM	carrosse
je	PRO:cls	je
suis	VER:pres	être
lent	ADJ	lent
j'	PRO:cls	je
ai	VER:pres	avoir
une	DET:ind	un
aile	NOM	aile
qui	PRO:rel	qui
est	VER:pres	être
lente	ADJ	lent
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
performant	ADJ	performant
puis	KON	puis
je	PRO:cls	je
suis	VER:pres	être
vieux	ADJ	vieux
ils	PRO:cls	il
sont	VER:pres	être
jeunes	ADJ	jeune
enfin	ADV	enfin
bon	INT	bon
bref	INT	bref
euh	INT	euh
tant	ADV	tant
pis	ADV	pis
je	PRO:cls	je
les	PRO:clo	le
perds	VER:pres	perdre
je	PRO:cls	je
les	PRO:clo	le
reverrais	VER:cond	revoir
peut-être	ADV	peut-être
pas	ADV	pas
tant	ADV	tant
pis	ADV	pis
je	PRO:cls	je
prends	VER:pres	prendre
mon	DET:pos	mon
petit	ADJ	petit
truc	NOM	truc
tranquillement	ADV	tranquillement
je	PRO:cls	je
tourne	VER:pres	tourner
je	PRO:cls	je
trouve	VER:pres	trouver
un	DET:ind	un
thermique	ADJ	thermique
au-dessus	ADV	au-dessus
de	PRP	de
la	DET:def	le
montagne	NOM	montagne
d'	PRP	un
Aujour	NAM	Aujour
qui	PRO:rel	qui
me	PRO:clo	me
remonte	VER:pres	remonter
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
six	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
alors	ADV	alors
il	PRO:cls	il
avait	AUX:impf	avoir
dit	VER:pper	dire
après	ADV	après
v-	TRC	v-
après	ADV	après
Aujour	NAM	Aujour
vous	PRO:cls	vous
allez	VER:pres	aller
vers	PRP	vers
Oulles	NAM	Oulles
la	DET:def	le
montagne	NOM	montagne
de	PRP	de
Oulles	NAM	Oulles
bon	INT	bon
je	PRO:cls	je
regarde	VER:pres	regarder
où	PRO:int	où
elle	PRO:cls	elle
est	VER:pres	être
je	PRO:cls	je
pique	VER:pres	piquer
vers	PRP	vers
Oulles	NAM	Oulles
bon	INT	bon
je	PRO:cls	je
vois	VER:pres	voir
mes	DET:pos	mon
copains	NOM	copain
loin	ADV	loin
tout	DET:pre	tout
ça	PRO:ton	ça
ouah	INT	ouah
je	PRO:cls	je
dis	VER:pres	dire
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
foutu	ADJ	foutu
j'	PRO:cls	je
arriverais	VER:cond	arriver
jamais	ADV	jamais
à	PRP	à
les	PRO:clo	le
rattraper	VER:infi	rattraper
tant	ADV	tant
pis	ADV	pis
bon	INT	bon
tant	ADV	tant
pis	ADV	pis
je	PRO:cls	je
vais	VER:pres	aller
prendre	VER:infi	prendre
mon	DET:pos	mon
petit	ADJ	petit
vol	NOM	vol
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
Oulles	NAM	Oulles
je	PRO:cls	je
remonte	VER:pres	remonter
à	PRP	à
trois	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
au-dessus	ADV	au-dessus
de	PRP	de
Oulles	NAM	Oulles
ah	INT	ah
bon	INT	bon
après	ADV	après
il	PRO:cls	il
avait	AUX:impf	avoir
dit	VER:pper	dire
d'	PRP	un
aller	VER:infi	aller
vers	PRP	vers
le	DET:def	le
pic	NOM	pic
de	PRP	de
Bures	NAM	Bures
en	PRP	en
prenant	VER:ppre	prendre
vers	PRP	vers
l'	PRO:clo	le
est	VER:pres	être
pour	PRP	pour
contourner	VER:infi	contourner
par	PRP	par
le	DET:def	le
un	DET:ind	un
une	DET:ind	un
un	DET:ind	un
épaulement	NOM	épaulement
de	PRP	de
la	DET:def	le
montagne	NOM	montagne
mais	KON	mais
pas	ADV	pas
attaquer	VER:infi	attaquer
le	DET:def	le
pic	NOM	pic
de	PRP	de
Bures	NAM	Bures
de	PRP	de
face	NOM	face
je	PRO:cls	je
vais	VER:pres	aller
vers	PRP	vers
un	DET:ind	un
épaulement	NOM	épaulement
de	PRP	de
la	DET:def	le
montagne	NOM	montagne
puis	KON	puis
je	PRO:cls	je
vois	VER:pres	voir
des	DET:ind	un
tas	NOM	tas
de	PRP	de
deltas	NOM:trc	deltaplane
en	PRP	en
bas	NOM	bas
dans	PRP	dans
la	DET:def	le
vallée	NOM	vallée
cinq	NUM	@card@
ou	KON	ou
six	NUM	@card@
deltas	NOM:trc	deltaplane
en	PRP	en
train	NOM	train
de	PRP	de
se	PRO:clo	se
poser	VER:infi	poser
ah	INT	ah
je	PRO:cls	je
dis	VER:pres	dire
ouah	INT	ouah
j'	PRO:cls	je
ai	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
vachement	ADV	vachement
de	PRP	de
monde	NOM	monde
ici	ADV	ici
formidable	ADJ	formidable
hein	INT	hein
moi	PRO:ton	moi
mes	DET:pos	mon
copains	NOM	copain
je	PRO:cls	je
pense	VER:pres	penser
qu-	TRC	qu-
qu'	KON	que
ils	PRO:cls	il
sont	VER:pres	être
loin	ADV	loin
hein	INT	hein
puisque	KON	puisque
je	PRO:cls	je
les	PRO:clo	le
vois	VER:pres	voir
plus	ADV	plus
ils	PRO:cls	il
ont	AUX:pres	avoir
dû	VER:pper	devoir
prendre	VER:infi	prendre
au	PRP:det	au
moins	ADV	moins
trente	NUM	@card@
kilomètres	NOM	kilomètre
d'	PRP	un
avance	NOM	avance
sur	PRP	sur
moi	PRO:ton	moi
mais	KON	mais
tant	ADV	tant
pis	ADV	pis
je	PRO:cls	je
me	PRO:clo	me
débrouille	VER:pres	débrouiller
je	PRO:cls	je
vole	VER:pres	voler
à	PRP	à
mon	DET:pos	mon
petit	ADJ	petit
épaulement	NOM	épaulement
je	PRO:cls	je
remonte	VER:pres	remonter
le	DET:def	le
pic	NOM	pic
de	PRP	de
Bures	NAM	Bures
je	PRO:cls	je
prends	VER:pres	prendre
trois	NUM	@card@
mille	NUM	@card@
neuf	NUM	@card@
cents	NUM	@card@
mètres	NOM	mètre
au-dessus	ADV	au-dessus
du	PRP:det	du
pic	NOM	pic
de	PRP	de
Bures	NAM	Bures
c'	PRO:cls	ce
était	VER:impf	être
fabuleux	ADJ	fabuleux
tout	DET:pre	tout
ça	PRO:ton	ça
j'	PRO:cls	je
étais	VER:impf	être
seul	ADJ	seul
ah	INT	ah
je	PRO:cls	je
décide	VER:pres	décider
quand	KON	quand
même	ADV	même
de	PRP	de
rentrer	VER:infi	rentrer
je	PRO:cls	je
vois	VER:pres	voir
plus	ADV	plus
personne	PRO:ind	personne
tous	DET:pre	tout
les	DET:def	le
deltas	NOM:trc	deltaplane
que	KON	que
j'	PRO:cls	je
avais	AUX:impf	avoir
vus	VER:pper	voir
se	PRO:clo	se
poser	VER:infi	poser
ont	AUX:pres	avoir
replié	VER:pper	replier
bon	INT	bon
je	PRO:cls	je
rentre	VER:pres	rentrer
je	PRO:cls	je
repique	VER:pres	repiquer
vers	PRP	vers
euh	INT	euh
la	DET:def	le
Grande	ADJ	grand
Céüse	NAM	<unknown>
je	PRO:cls	je
rate	VER:pres	rater
complètement	ADV	complètement
Ul-	TRC	UI-
Oulles	NAM	Oulles
la	DET:def	le
Grande	ADJ	grand
Céüse	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
montagne	NOM	montagne
en	PRP	en
fer	NOM	fer
à	PRP	à
cheval	NOM	cheval
bon	INT	bon
ça	PRO:cls	ça
prend	VER:pres	prendre
pas	ADV	pas
euh	INT	euh
je	PRO:cls	je
reprends	VER:pres	reprendre
un	DET:ind	un
peu	NOM	peu
je	PRO:cls	je
remonte	VER:pres	remonter
à	PRP	à
deux	NUM	@card@
mille	NUM	@card@
trois	NUM	@card@
deux	NUM	@card@
mille	NUM	@card@
cinq	NUM	@card@
et	KON	et
puis	KON	puis
je	PRO:cls	je
oh	INT	oh
je	PRO:cls	je
perdais	VER:impf	perdre
je	PRO:cls	je
perdais	VER:impf	perdre
oh	INT	oh
je	PRO:cls	je
dis	VER:pres	dire
je	PRO:cls	je
n'	ADV	ne
arriverai	VER:futu	arriver
pas	ADV	pas
à	PRP	à
Laragne	NAM	Laragne
euh	INT	euh
le	DET:def	le
retour	NOM	retour
était	VER:impf	être
trop	ADV	trop
long	ADJ	long
euh	INT	euh
bon	INT	bon
je	PRO:cls	je
je	PRO:cls	je
regarde	VER:pres	regarder
puis	KON	puis
alors	ADV	alors
quand	KON	quand
on	PRO:cls	on
descend	VER:pres	descendre
comme	KON	comme
ça	PRO:ton	ça
on	PRO:cls	on
voit	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
pareil	ADJ	pareil
hein	INT	hein
tu	PRO:cls	tu
vois	VER:pres	voir
pas	ADV	pas
les	DET:def	le
les	DET:def	le
montagnes	NOM	montagne
tu	PRO:cls	tu
les	PRO:clo	le
vois	VER:pres	voir
plus	ADV	plus
toutes	ADV	tout
petites	ADJ	petit
comme	KON	comme
des	DET:ind	un
brioches	NOM	brioche
ou	KON	ou
des	DET:ind	un
pains	NOM	pain
longs	ADJ	long
ou	KON	ou
des	DET:ind	un
baguettes	NOM	baguette
ou	KON	ou
des	DET:ind	un
madeleines	NOM	madeleine
hein	INT	hein
parce	TRC	parce
que	KON	que
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
haut	ADJ	haut
tu	PRO:cls	tu
sais	VER:pres	savoir
tu	PRO:cls	tu
vois	VER:pres	voir
plus	ADV	plus
rien	PRO:ind	rien
hein	INT	hein
les	DET:def	le
montagnes	NOM	montagne
ont	VER:pres	avoir
l'	DET:def	le
air	NOM	air
d'	PRP	un
être	VER:infi	être
des	DET:ind	un
gâteaux	NOM	gâteau
comme	KON	comme
ça	PRO:ton	ça
bien	ADV	bien
roussis	VER:pper	roussir
par	PRP	par
le	DET:def	le
soleil	NOM	soleil
comme	KON	comme
des	DET:ind	un
baguettes	NOM	baguette
bien	ADV	bien
cuites	VER:pper	cuire
hein	INT	hein
tu	PRO:cls	tu
les	PRO:clo	le
prendrais	VER:cond	prendre
presque	ADV	presque
avec	PRP	avec
deux	NUM	@card@
doigts	NOM	doigt
tellement	ADV	tellement
tu	PRO:cls	tu
es	VER:pres	être
haut	ADV	haut
là	ADV	là
ça	PRO:cls	ça
descend	VER:pres	descendre
hein	INT	hein
ça	PRO:cls	ça
descend	VER:pres	descendre
aïe	INT	aïe
aïe	INT	aïe
aïe	INT	aïe
je	PRO:cls	je
s-	TRC	s-
je	PRO:cls	je
passe	VER:pres	passer
sous	PRP	sous
les	DET:def	le
sommets	NOM	sommet
dire	VER:infi	dire
que	KON	que
les	DET:def	le
sommets	NOM	sommet
j'	PRO:cls	je
étais	VER:impf	être
plus	ADV	plus
au-dessus	ADV	au-dessus
mais	KON	mais
les	DET:def	le
sommets	NOM	sommet
ils	PRO:cls	il
étaient	VER:impf	être
au-dessus	ADV	au-dessus
et	KON	et
moi	PRO:ton	moi
j'	PRO:cls	je
étais	VER:impf	être
dans	PRP	dans
la	DET:def	le
vallée	NOM	vallée
bon	INT	bon
ben	INT	ben
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
qu'	KON	que
une	DET:ind	un
chose	NOM	chose
à	PRP	à
faire	VER:infi	faire
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
prier	VER:infi	prier
pour	PRP	pour
trouver	VER:infi	trouver
un	DET:ind	un
thermique	ADJ	thermique
ou	KON	ou
prier	VER:infi	prier
pour	PRP	pour
trouver	VER:infi	trouver
un	DET:ind	un
terrain	NOM	terrain
bon	INT	bon
je	PRO:cls	je
dis	VER:pres	dire
je	PRO:cls	je
vais	VER:pres	aller
plutôt	ADV	plutôt
jouer	VER:infi	jouer
la	DET:def	le
carte	NOM	carte
du	PRP:det	du
terrain	NOM	terrain
parce	TRC	parce
que	KON	que
le	DET:def	le
thermique	ADJ	thermique
ben	INT	ben
je	PRO:cls	je
le	PRO:clo	le
trouverai	VER:futu	trouver
plus	ADV	plus
hein	INT	hein
j'	PRO:cls	je
étais	AUX:impf	être
crevé	VER:pper	crever
ça	PRO:cls	ça
faisait	VER:impf	faire
quatre	NUM	@card@
heures	NOM	heure
que	KON	que
je	PRO:cls	je
volais	VER:impf	voler
j'	PRO:cls	je
avais	AUX:impf	avoir
déjà	ADV	déjà
fait	VER:pper	faire
c-	TRC	c-
presque	ADV	presque
cent	NUM	@card@
bornes	NOM	borne
oh	INT	oh
j'	PRO:cls	je
avais	AUX:impf	avoir
fait	VER:pper	faire
un	DET:ind	un
beau	ADJ	beau
vol	NOM	vol
hein	INT	hein
bon	INT	bon
euh	INT	euh
je	PRO:cls	je
vois	VER:pres	voir
vaguement	ADV	vaguement
un	DET:ind	un
petit	ADJ	petit
champ	NOM	champ
là	ADV	là
en	PRP	en
contrepente	NOM	<unknown>
euh	INT	euh
bon	INT	bon
il	PRO:clsi	il
était	VER:impf	être
vent	NOM	vent
arrière	ADJ	arrière
mais	KON	mais
enfin	ADV	enfin
bon	INT	bon
je	PRO:cls	je
me	PRO:clo	me
dis	VER:pres	dire
je	PRO:cls	je
vais	VER:pres	aller
poser	VER:infi	poser
vent	NOM	vent
arrière	ADJ	arrière
normalement	ADV	normalement
il	PRO:cls	il
faut	VER:pres	falloir
se	PRO:clo	se
poser	VER:infi	poser
vent	NOM	vent
de	PRP	de
face	NOM	face
hein	INT	hein
enfin	ADV	enfin
j'	PRO:cls	je
arrive	VER:pres	arriver
je	PRO:cls	je
fais	VER:pres	faire
la	DET:def	le
b-	TRC	b-
un	DET:ind	un
une	DET:ind	un
belle	ADJ	beau
manoeuvre	NOM	manoeuvre
puis	KON	puis
dans	PRP	dans
ces	DET:dem	ce
cas-là	NOM	cas-là
je	PRO:cls	je
roule	VER:pres	rouler
sur	PRP	sur
les	DET:def	le
roulettes	NOM	roulette
pour	PRP	pour
pas	ADV	pas
m'	PRO:clo	me
emmerder	VER:infi	emmerder
donc	ADV	donc
je	PRO:cls	je
roule	VER:pres	rouler
sur	PRP	sur
les	DET:def	le
roulettes	NOM	roulette
je	PRO:cls	je
me	PRO:clo	me
pose	VER:pres	poser
tout	PRO:ind	tout
est	VER:pres	être
bien	ADV	bien
me	PRO:clo	me
voilà	VER	voilà
arrivé	VER:pper	arriver
mais	KON	mais
où	PRO:int	où
-je	PRO:cls	je
suis	VER:pres	être
j'	PRO:cls	je
étais	VER:impf	être
dans	PRP	dans
près	ADV	près
d'	PRP	un
un	DET:ind	un
cimetière	NOM	cimetière
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
déjà	ADV	déjà
une	DET:ind	un
chose	NOM	chose
alors	ADV	alors
près	ADV	près
d'	PRP	un
un	DET:ind	un
cimetière	NOM	cimetière
je	PRO:cls	je
cherche	VER:pres	chercher
euh	INT	euh
le	DET:def	le
nom	NOM	nom
du	PRP:det	du
village	NOM	village
je	PRO:cls	je
vais	VER:pres	aller
voir	VER:infi	voir
un	DET:ind	un
fermier	NOM	fermier
je	PRO:cls	je
me	PRO:clo	me
fais	VER:pres	faire
accueillir	VER:infi	accueillir
par	PRP	par
son	DET:pos	son
chien	NOM	chien
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
un	DET:ind	un
fermier	NOM	fermier
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
était	VER:impf	être
une	DET:ind	un
maison	NOM	maison
isolée	ADJ	isolé
bon	INT	bon
je	PRO:cls	je
lui	PRO:clo	lui
dis	VER:pres	dire
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
vous	PRO:cls	vous
pouvez	VER:pres	pouvoir
me	PRO:clo	me
dire	VER:infi	dire
le	DET:def	le
nom	NOM	nom
du	PRP:det	du
village	NOM	village
alors	ADV	alors
il	PRO:clsi	il
me	PRO:clo	me
dit	VER:pres	dire
le	DET:def	le
Saix	NAM	Saix
oh	INT	oh
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
