Conversation	NOM	conversation
pu	VER:pper	pouvoir
de	PRP	de
dents	NOM	dent
tu	PRO:cls	tu
as	AUX:pres	avoir
déjà	ADV	déjà
eu	VER:pper	avoir
toi	PRO:ton	toi
des	DET:ind	un
dents	NOM	dent
qui	PRO:rel	qui
sont	AUX:pres	être
tombées	VER:pper	tomber
non	FNO	non
non	FNO	non
donc	ADV	donc
tu	PRO:cls	tu
les	PRO:clo	le
as	VER:pres	avoir
encore	ADV	encore
toutes	ADV	tout
oui	FNO	oui
et	KON	et
les	DET:def	le
deux	NUM	@card@
dents	NOM	dent
/de	MLT	<unknown>
laitde	VER:impf	<unknown>
là	ADV	là
.	VER:simp	<unknown>
les	DET:def	le
deux	NUM	@card@
dents	NOM	dent
là	ADV	là
elles	PRO:cls	elle
sont	AUX:pres	être
abimées	VER:pper	<unknown>
hum	FNO	hum
mais	KON	mais
elles	PRO:cls	elle
vont	VER:pres	aller
tomber	VER:infi	tomber
après	ADV	après
les	DET:def	le
deux	NUM	@card@
dents	NOM	dent
qui	PRO:rel	qui
ouais	FNO	ouais
mais	KON	mais
les	DET:def	le
deux	NUM	@card@
dents	NOM	dent
qui	PRO:rel	qui
poussent	VER:pres	pousser
elles	PRO:cls	elle
sont	AUX:pres	être
abimées	VER:pper	<unknown>
ah	INT	ah
elles	PRO:cls	elle
sont	VER:pres	être
abimées	ADJ	<unknown>
parce	TRC	parce
que	KON	que
je	PRO:cls	je
suis	AUX:pres	être
tombé	VER:pper	tomber
d'	PRP	un
une	DET:ind	un
table	NOM	table
tu	PRO:cls	tu
es	AUX:pres	être
tombé	VER:pper	tomber
d'	PRP	un
une	DET:ind	un
table	NOM	table
ouais	FNO	ouais
et	KON	et
comment	PRO:int	comment
tu	PRO:cls	tu
as	AUX:pres	avoir
fait	VER:pper	faire
xxx	NOM	<unknown>
ben	INT	ben
j'	PRO:cls	je
ai	AUX:pres	avoir
voulu	VER:pper	vouloir
j'	PRO:cls	je
ai	AUX:pres	avoir
voulu	VER:pper	vouloir
descendre	VER:infi	descendre
et	KON	et
ap-	TRC	ap-
après	ADV	après
je	PRO:cls	je
me	PRO:clo	me
s-	TRC	s-
j'	PRO:cls	je
ai	AUX:pres	avoir
voulu	VER:pper	vouloir
descendre	VER:infi	descendre
et	KON	et
après	ADV	après
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
penché	VER:pper	pencher
xxx	NOM	<unknown>
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
ça	PRO:ton	ça
tu	PRO:cls	tu
t'	PRO:clo	te
es	AUX:pres	être
cogné	VER:pper	cogner
par	PRP	par
terre	NOM	terre
et	KON	et
puis	KON	puis
après	ADV	après
et	KON	et
puis	KON	puis
après	ADV	après
j'	PRO:cls	je
avais	VER:impf	avoir
plein	ADV	plein
de	PRP	de
sang	NOM	sang
qui	PRO:rel	qui
coulait	VER:impf	couler
sur	PRP	sur
la	DET:def	le
lèvre	NOM	lèvre
ah	INT	ah
ca	NOM	<unknown>
fait	VER:pres	faire
mal	ADV	mal
ça	PRO:ton	ça
hein	INT	hein
ben	INT	ben
oui	FNO	oui
j'	PRO:cls	je
ai	AUX:pres	avoir
pleuré	VER:pper	pleurer
sous	PRP	sous
la	DET:def	le
table	NOM	table
hein	INT	hein
tu	PRO:cls	tu
as	AUX:pres	avoir
été	VER:pper	être
chez	PRP	chez
le	DET:def	le
docteur	NOM	docteur
après	ADV	après
non	FNO	non
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
.	VER:futu	<unknown>
a	VER:pres	avoir
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
soigné	VER:pper	soigner
xxx	NOM	<unknown>
ouh	INT	ouh
c'	PRO:cls	ce
est	VER:pres	être
quoi	PRO:int	quoi
ça	PRO:ton	ça
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
mon	DET:pos	mon
portable	NOM	portable
oh	INT	oh
j'	PRO:cls	je
avais	AUX:impf	avoir
cru	VER:pper	croire
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
euh	INT	euh
là	ADV	là
haut	ADV	haut
la	DET:def	le
haut	NOM	haut
hum	FNO	hum
ça	PRO:ton	ça
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
v-	TRC	v-
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quelqu'un	PRO:ind	quelqu'un
qui	PRO:rel	qui
vous	PRO:clo	vous
.	VER:subp	<unknown>
avez	AUX:pres	avoir
appelé	VER:pper	appeler
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
quelqu'un	PRO:ind	quelqu'un
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
écrit	VER:pper	écrire
vous	PRO:cls	vous
regarderez	VER:futu	regarder
chez	PRP	chez
vous	PRO:ton	vous
ben	INT	ben
oui	FNO	oui
ce	PRO:dem	ce
que	PRO:rel	que
ce	PRO:cls	ce
sera	VER:futu	être
comme	KON	comme
message	NOM	message
ouais	FNO	ouais
je	PRO:cls	je
regarderais	VER:cond	regarder
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
m'	PRO:clo	me
a	AUX:pres	avoir
mis	VER:pper	mettre
et	KON	et
puis	KON	puis
qui	PRO:rel	qui
c'	PRO:cls	ce
est	VER:pres	être
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:int	qui
ça	PRO:ton	ça
xxx	NOM	<unknown>
ouah	INT	ouah
ça	PRO:ton	ça
pas	ADV	pas
du	PRP:det	du
tout	ADV	tout
non	FNO	non
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
du	DET:par	du
tout	ADV	tout
hein	INT	hein
parce	TRC	parce
que	KON	que
si	KON	si
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
piles	NOM	pile
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
ma	DET:pos	mon
faute	NOM	faute
hein	INT	hein
c'	PRO:cls	ce
était	VER:impf	être
mon	DET:pos	mon
piano	NOM	piano
c'	PRO:cls	ce
est	VER:pres	être
ton	DET:pos	ton
piano	NOM	piano
ben	INT	ben
oui	FNO	oui
tu	PRO:cls	tu
joues	VER:pres	jouer
du	DET:par	du
piano	NOM	piano
mais	KON	mais
non	FNO	non
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
filles	NOM	fille
là	ADV	là
elles	PRO:cls	elle
sont	VER:pres	être
en	PRP	en
train	NOM	train
d'	PRP	un
y	PRO:clo	y
jouer	VER:infi	jouer
et	KON	et
puis	KON	puis
moi	PRO:ton	moi
euh	INT	euh
ca	NOM	<unknown>
je	PRO:cls	je
veux	VER:pres	vouloir
pas	ADV	pas
parce	TRC	parce
que	KON	que
si	KON	si
elles	PRO:cls	elle
le	PRO:clo	le
font	VER:pres	faire
tomber	VER:infi	tomber
par	PRP	par
terre	NOM	terre
dans	PRP	dans
les	DET:def	le
escaliers	NOM	escalier
ça	PRO:ton	ça
ça	PRO:ton	ça
ça	PRO:ton	ça
ça	PRO:ton	ça
ça	PRO:cls	ça
va	VER:pres	aller
casser	VER:infi	casser
il	PRO:clsi	il
y	PRO:clo	y
aura	VER:futu	avoir
plus	ADV	plus
de	PRP	de
piles	NOM	pile
hein	INT	hein
et	KON	et
puis	KON	puis
ça	PRO:cls	ça
sera	AUX:futu	être
cassé	VER:pper	casser
et	KON	et
moi	PRO:ton	moi
euh	INT	euh
j'	PRO:cls	je
en	PRO:clo	en
pleurais	VER:impf	pleurer
toutes	DET:pre	tout
les	DET:def	le
larmes	NOM	larme
de	PRP	de
mon	DET:pos	mon
corps	NOM	corps
hein	INT	hein
tout	DET:pre	tout
ça	PRO:ton	ça
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
l'	PRO:clo	le
aimes	VER:pres	aimer
bien	ADV	bien
ton	DET:pos	ton
piano	NOM	piano
je	PRO:cls	je
l'	PRO:clo	le
aime	VER:pres	aimer
bien	ADV	bien
puis	KON	puis
en	PRP	en
plus	ADV	plus
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
envie	NOM	envie
qu'	KON	que
elles	PRO:cls	elle
me	PRO:clo	me
le	PRO:clo	le
cassent	VER:pres	casser
hum	FNO	hum
des	DET:ind	un
oh	INT	oh
les	DET:def	le
saucisses	NOM	saucisse
elles	PRO:cls	elle
nous	PRO:clo	nous
espionnent	VER:pres	espionner
les	DET:def	le
saucisses	NOM	saucisse
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
que	KON	que
tu	PRO:cls	tu
les	PRO:clo	le
appelles	VER:pres	appeler
ouais	FNO	ouais
parce	TRC	parce
qu'	KON	que
en	PRP	en
plus	ADV	plus
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
saucisses	NOM	saucisse
des	PRP:det	du
fois	NOM	fois
quand	KON	quand
des	DET:ind	un
fois	NOM	fois
quand	KON	quand
on	PRO:cls	on
.	VER:cond	<unknown>
est	VER:pres	être
pirate	NOM	pirate
eh	INT	eh
ben	INT	ben
maman	NOM	maman
elle	PRO:cls	elle
nous	PRO:clo	nous
dit	VER:pres	dire
qu'	KON	que
on	PRO:cls	on
.	VER:cond	<unknown>
est	VER:pres	être
des	DET:ind	un
saucisses	NOM	saucisse
moi	PRO:ton	moi
je	PRO:cls	je
suis	VER:pres	être
une	DET:ind	un
saucisse	NOM	saucisse
xxx	NOM	<unknown>
chut	VER:simp	choir
pff	INT	pff
elles	PRO:cls	elle
.	VER:cond	<unknown>
arrêtent	VER:pres	arrêter
pas	ADV	pas
d'	PRP	un
y	PRO:clo	y
jouer	VER:infi	jouer
ça	PRO:ton	ça
ça	PRO:cls	ça
m'	PRO:clo	me
énerve	VER:pres	énerver
ça	PRO:ton	ça
elles	PRO:cls	elle
savent	VER:pres	savoir
que	KON	que
ça	PRO:cls	ça
m'	PRO:clo	me
énerve	VER:pres	énerver
ben	INT	ben
tu	PRO:cls	tu
vas	VER:pres	aller
retourner	VER:infi	retourner
les	PRO:clo	le
voir	VER:infi	voir
comme	KON	comme
ça	PRO:ton	ça
tu	PRO:cls	tu
vas	VER:pres	aller
leur	PRO:clo	lui
dire	VER:infi	dire
qu'	KON	que
elles	PRO:cls	elle
.	VER:cond	<unknown>
arrêtent	VER:pres	arrêter
de	PRP	de
jouer	VER:infi	jouer
avec	PRP	avec
ben	INT	ben
moi	PRO:ton	moi
moi	PRO:ton	moi
euh	INT	euh
j'	PRO:cls	je
en	PRO:clo	en
mets	VER:pres	mettre
une	DET:ind	un
par	PRP	par
terre	NOM	terre
hein	INT	hein
t'	PRO:clo	te
en	PRO:clo	en
mets	VER:pres	mettre
une	DET:ind	un
par	PRP	par
terre	NOM	terre
tu	PRO:cls	tu
mets	VER:pres	mettre
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
par	PRP	par
terre	NOM	terre
toi	PRO:ton	toi
ben	INT	ben
moi	PRO:ton	moi
je	PRO:cls	je
pourrais	VER:cond	pouvoir
mettre	VER:infi	mettre
Douan	NAM	<unknown>
par	PRP	par
terre	NOM	terre
hein	INT	hein
qui	PRO:rel	qui
ça	PRO:cls	ça
tu	PRO:cls	tu
mets	VER:pres	mettre
par	PRP	par
terre	NOM	terre
Douan	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:int	qui
Douan	NAM	<unknown>
ben	INT	ben
celle	PRO:dem	celui
qui	PRO:rel	qui
est	VER:pres	être
avec	PRP	avec
nous	PRO:ton	nous
ben	INT	ben
je	PRO:cls	je
pourrais	VER:cond	pouvoir
la	PRO:clo	le
mettre	VER:infi	mettre
par	PRP	par
terre	NOM	terre
xxx	NOM	<unknown>
xxx	NOM	<unknown>
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
d'	PRP	un
enre	NOM	<unknown>
d'	PRP	un
enregi	NOM	<unknown>
d'	PRP	un
enregistrer	VER:infi	enregistrer
ouais	FNO	ouais
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
c'	PRO:cls	ce
est	AUX:pres	être
fini	VER:pper	finir
on	PRO:cls	on
fait	VER:pres	faire
pause	NOM	pause
comme	KON	comme
ça	PRO:ton	ça
non	FNO	non
xxx	NOM	<unknown>
